,parent_asin,rating,text,user_id,date,title,price,average_rating,rating_number,categories,features,description,main_category,store,sentiment_score
966,B07C1WC715,3.0,The dress is really cute but there bust was too small and provided no support.  Im a 38 D and I was spilling out of the sides,AHCZJHATJVWU3JYNIR6ZFLOT5TFQ,2022-03-30,LILBETTER Women's Beach Crochet Backless Bohemian Halter Maxi Long Dress,42.99,3.8,11027,"['Clothing, Shoes & Jewelry', 'Women', 'Clothing', 'Dresses', 'Casual']","['Soft', 'Imported', 'Pull On closure', 'Attention: The top of this bohomain maxi dresses is crochet and wear a sticky bra pads with this maxi dress would be better.', 'Main material: Cotton top, Polyester lined. lightweight and flowy maxi dress.', 'Style: Maxi long dresses, sleeveless dresses, sling dresses, backless dresses, boho summer dress, beach dresses, bohemian halter style.', 'Design: Length and level of the neckline can be adjusted by the halter straps, its crochet detailing and backless will show your charming body and back figure, like a kind of beautiful scenery, very sexy and tastefully revealing, knee-length lining in the skirt to avoid see-through. Halter, classic and iconic style that will never be out of fashion.', ""Occasion: This bohemian maxi dress is perfect for beach, beach photos, casual,streetwear, cocktail, night out, white theme party, baby shower, beach wedding, maternity photos or any occasions. You can wear it with flip-flops or barefooted to walk around the beach. Don't miss out such versatile maxi dress in this summer.""]",[],AMAZON FASHION,LILBETTER,-1
967,B07C1WC715,5.0,I love it!,AHVQU7BY5XL4AM5NUK6DT67RZ22Q,2017-07-13,LILBETTER Women's Beach Crochet Backless Bohemian Halter Maxi Long Dress,42.99,3.8,11027,"['Clothing, Shoes & Jewelry', 'Women', 'Clothing', 'Dresses', 'Casual']","['Soft', 'Imported', 'Pull On closure', 'Attention: The top of this bohomain maxi dresses is crochet and wear a sticky bra pads with this maxi dress would be better.', 'Main material: Cotton top, Polyester lined. lightweight and flowy maxi dress.', 'Style: Maxi long dresses, sleeveless dresses, sling dresses, backless dresses, boho summer dress, beach dresses, bohemian halter style.', 'Design: Length and level of the neckline can be adjusted by the halter straps, its crochet detailing and backless will show your charming body and back figure, like a kind of beautiful scenery, very sexy and tastefully revealing, knee-length lining in the skirt to avoid see-through. Halter, classic and iconic style that will never be out of fashion.', ""Occasion: This bohemian maxi dress is perfect for beach, beach photos, casual,streetwear, cocktail, night out, white theme party, baby shower, beach wedding, maternity photos or any occasions. You can wear it with flip-flops or barefooted to walk around the beach. Don't miss out such versatile maxi dress in this summer.""]",[],AMAZON FASHION,LILBETTER,1
968,B07C41WDZZ,5.0,I JUST LOVE THEM!,AH275ULCJJBS6EGUWC4EMNFLCFHA,2018-03-28,Women's Warm Cotton Knit Memory Foam Slippers Soft Yarn House Slippers with Anti Slip Sole,21.99,4.4,14533,"['Clothing, Shoes & Jewelry', 'Women', 'Shoes', 'Slippers']","['Imported', 'Rubber sole', 'SIZE SUGGESTION - Due to the heel trim design, the size is smaller than regular women’s size. We suggest order 1 size up for average & wide foot. If you are half-size foot, please order 1 size up as well', 'ELABORATE & EXQUISITE DETAIL: The lining on these HomeTop slippers are made of high-quality, moisture wicking French terry material to help keep your feet warm and dry at all times. These are not just winter slippers, but also great for wearing during summer and autumn', ""FEATURES ULTIMATE COMFORT: The completely improved insole is constructed with three layers of high-density memory foam and sponge to provide superior comfort, which makes you feel like you're walking on a soft cloud, while the meticulous wool-like knit upper will hold your feet in all the right places and the slightly closed heel design really helps to keep your feet warm"", 'GREAT HOUSE SLIPPERS: These HomeTop French terry slippers can be worn indoors to remove fatigue after a long day at work or keep you company over a pleasant weekend. When you collect the mail or pick up the newspaper in the vicinity of your house, you could also slip them on as outdoor shoes', 'CLASSIC SLIP ON indulges your feet in the feeling of hugging a cute poodle and enhances the comfort in cold weather, hand and machine washable. Classic slip-on loafer shoes design make them the perfect home slippers for all-day wearing and matches well with your loungewear, pajamas, or robes set']",[],AMAZON FASHION,HomeTop,1
969,B07C41WDZZ,2.0,"They were not comfortable, fit loosely",AEC42RSU6KRP4IPQRWIKLP5AMRVA,2017-11-25,Women's Warm Cotton Knit Memory Foam Slippers Soft Yarn House Slippers with Anti Slip Sole,21.99,4.4,14533,"['Clothing, Shoes & Jewelry', 'Women', 'Shoes', 'Slippers']","['Imported', 'Rubber sole', 'SIZE SUGGESTION - Due to the heel trim design, the size is smaller than regular women’s size. We suggest order 1 size up for average & wide foot. If you are half-size foot, please order 1 size up as well', 'ELABORATE & EXQUISITE DETAIL: The lining on these HomeTop slippers are made of high-quality, moisture wicking French terry material to help keep your feet warm and dry at all times. These are not just winter slippers, but also great for wearing during summer and autumn', ""FEATURES ULTIMATE COMFORT: The completely improved insole is constructed with three layers of high-density memory foam and sponge to provide superior comfort, which makes you feel like you're walking on a soft cloud, while the meticulous wool-like knit upper will hold your feet in all the right places and the slightly closed heel design really helps to keep your feet warm"", 'GREAT HOUSE SLIPPERS: These HomeTop French terry slippers can be worn indoors to remove fatigue after a long day at work or keep you company over a pleasant weekend. When you collect the mail or pick up the newspaper in the vicinity of your house, you could also slip them on as outdoor shoes', 'CLASSIC SLIP ON indulges your feet in the feeling of hugging a cute poodle and enhances the comfort in cold weather, hand and machine washable. Classic slip-on loafer shoes design make them the perfect home slippers for all-day wearing and matches well with your loungewear, pajamas, or robes set']",[],AMAZON FASHION,HomeTop,-1
970,B07C41WDZZ,5.0,They appear to run a little small when you first put them on but they loosen up as you wear them.,AGAGYFOFPE6C25SKUM23GWCJWX6Q,2023-03-17,Women's Warm Cotton Knit Memory Foam Slippers Soft Yarn House Slippers with Anti Slip Sole,21.99,4.4,14533,"['Clothing, Shoes & Jewelry', 'Women', 'Shoes', 'Slippers']","['Imported', 'Rubber sole', 'SIZE SUGGESTION - Due to the heel trim design, the size is smaller than regular women’s size. We suggest order 1 size up for average & wide foot. If you are half-size foot, please order 1 size up as well', 'ELABORATE & EXQUISITE DETAIL: The lining on these HomeTop slippers are made of high-quality, moisture wicking French terry material to help keep your feet warm and dry at all times. These are not just winter slippers, but also great for wearing during summer and autumn', ""FEATURES ULTIMATE COMFORT: The completely improved insole is constructed with three layers of high-density memory foam and sponge to provide superior comfort, which makes you feel like you're walking on a soft cloud, while the meticulous wool-like knit upper will hold your feet in all the right places and the slightly closed heel design really helps to keep your feet warm"", 'GREAT HOUSE SLIPPERS: These HomeTop French terry slippers can be worn indoors to remove fatigue after a long day at work or keep you company over a pleasant weekend. When you collect the mail or pick up the newspaper in the vicinity of your house, you could also slip them on as outdoor shoes', 'CLASSIC SLIP ON indulges your feet in the feeling of hugging a cute poodle and enhances the comfort in cold weather, hand and machine washable. Classic slip-on loafer shoes design make them the perfect home slippers for all-day wearing and matches well with your loungewear, pajamas, or robes set']",[],AMAZON FASHION,HomeTop,-1
971,B07C41WDZZ,5.0,"I wear a women’s 9.5 wide or extra wide shoe. I usually opt for extra wide. I was not sure what size to order so I decided with the larger 11-12 M, size because I purchased a 9 -10 size in a different slipper from a different store and it was a tad bit short. When I first got the slippers I was able to slide my foot in without having to wiggle it. They are a tiny bit too wide but that’s OK.  They have not stretched much since I’ve been wearing them.<br /><br />The slippers are very comfortable and I can get in and out of them very easily. One thing though, once I almost stepped out of them by accident when I was not careful. If you’re not sure what size to order, you can send them back for a different size.  Or, order two sizes try on the smaller size first and return the one that doesn’t fit.  I love these memory foam slippers a lot and would certainly buy them again!",AE7EY6NQ2HZ22YGNZTVFM6O3D3HQ,2021-06-04,Women's Warm Cotton Knit Memory Foam Slippers Soft Yarn House Slippers with Anti Slip Sole,21.99,4.4,14533,"['Clothing, Shoes & Jewelry', 'Women', 'Shoes', 'Slippers']","['Imported', 'Rubber sole', 'SIZE SUGGESTION - Due to the heel trim design, the size is smaller than regular women’s size. We suggest order 1 size up for average & wide foot. If you are half-size foot, please order 1 size up as well', 'ELABORATE & EXQUISITE DETAIL: The lining on these HomeTop slippers are made of high-quality, moisture wicking French terry material to help keep your feet warm and dry at all times. These are not just winter slippers, but also great for wearing during summer and autumn', ""FEATURES ULTIMATE COMFORT: The completely improved insole is constructed with three layers of high-density memory foam and sponge to provide superior comfort, which makes you feel like you're walking on a soft cloud, while the meticulous wool-like knit upper will hold your feet in all the right places and the slightly closed heel design really helps to keep your feet warm"", 'GREAT HOUSE SLIPPERS: These HomeTop French terry slippers can be worn indoors to remove fatigue after a long day at work or keep you company over a pleasant weekend. When you collect the mail or pick up the newspaper in the vicinity of your house, you could also slip them on as outdoor shoes', 'CLASSIC SLIP ON indulges your feet in the feeling of hugging a cute poodle and enhances the comfort in cold weather, hand and machine washable. Classic slip-on loafer shoes design make them the perfect home slippers for all-day wearing and matches well with your loungewear, pajamas, or robes set']",[],AMAZON FASHION,HomeTop,1
972,B07C41WDZZ,5.0,Love that they're slip-on!,AEJN4STMN6F4FH3TDFQXRYGY2XTQ,2022-02-23,Women's Warm Cotton Knit Memory Foam Slippers Soft Yarn House Slippers with Anti Slip Sole,21.99,4.4,14533,"['Clothing, Shoes & Jewelry', 'Women', 'Shoes', 'Slippers']","['Imported', 'Rubber sole', 'SIZE SUGGESTION - Due to the heel trim design, the size is smaller than regular women’s size. We suggest order 1 size up for average & wide foot. If you are half-size foot, please order 1 size up as well', 'ELABORATE & EXQUISITE DETAIL: The lining on these HomeTop slippers are made of high-quality, moisture wicking French terry material to help keep your feet warm and dry at all times. These are not just winter slippers, but also great for wearing during summer and autumn', ""FEATURES ULTIMATE COMFORT: The completely improved insole is constructed with three layers of high-density memory foam and sponge to provide superior comfort, which makes you feel like you're walking on a soft cloud, while the meticulous wool-like knit upper will hold your feet in all the right places and the slightly closed heel design really helps to keep your feet warm"", 'GREAT HOUSE SLIPPERS: These HomeTop French terry slippers can be worn indoors to remove fatigue after a long day at work or keep you company over a pleasant weekend. When you collect the mail or pick up the newspaper in the vicinity of your house, you could also slip them on as outdoor shoes', 'CLASSIC SLIP ON indulges your feet in the feeling of hugging a cute poodle and enhances the comfort in cold weather, hand and machine washable. Classic slip-on loafer shoes design make them the perfect home slippers for all-day wearing and matches well with your loungewear, pajamas, or robes set']",[],AMAZON FASHION,HomeTop,1
973,B07C41WDZZ,1.0,"Originally had 4 stars for the off fit, but it's only been 3 months and these are literally falling apart under my foot. The inside is not foam, its black fabric that come out and wraps around my toes because there's holes all over the insole after light wear. Added to that the fact that they have stretched out so bad the fly off my foot if I go up the stairs with them on and I'm done. They at just garbage.",AHXYGPJN47K5WLSXDSKNWAHWBDNQ,2020-07-12,Women's Warm Cotton Knit Memory Foam Slippers Soft Yarn House Slippers with Anti Slip Sole,21.99,4.4,14533,"['Clothing, Shoes & Jewelry', 'Women', 'Shoes', 'Slippers']","['Imported', 'Rubber sole', 'SIZE SUGGESTION - Due to the heel trim design, the size is smaller than regular women’s size. We suggest order 1 size up for average & wide foot. If you are half-size foot, please order 1 size up as well', 'ELABORATE & EXQUISITE DETAIL: The lining on these HomeTop slippers are made of high-quality, moisture wicking French terry material to help keep your feet warm and dry at all times. These are not just winter slippers, but also great for wearing during summer and autumn', ""FEATURES ULTIMATE COMFORT: The completely improved insole is constructed with three layers of high-density memory foam and sponge to provide superior comfort, which makes you feel like you're walking on a soft cloud, while the meticulous wool-like knit upper will hold your feet in all the right places and the slightly closed heel design really helps to keep your feet warm"", 'GREAT HOUSE SLIPPERS: These HomeTop French terry slippers can be worn indoors to remove fatigue after a long day at work or keep you company over a pleasant weekend. When you collect the mail or pick up the newspaper in the vicinity of your house, you could also slip them on as outdoor shoes', 'CLASSIC SLIP ON indulges your feet in the feeling of hugging a cute poodle and enhances the comfort in cold weather, hand and machine washable. Classic slip-on loafer shoes design make them the perfect home slippers for all-day wearing and matches well with your loungewear, pajamas, or robes set']",[],AMAZON FASHION,HomeTop,-1
974,B07C52JDT5,4.0,just what i needed,AEKSYKAJ5LNMUQPXIH7K3EFZM64Q,2015-07-31,"925 Sterling Silver 1.5""-3"" Bracelet/Necklace Safety Chain (1mm)",14.99,4.2,80,"['Clothing, Shoes & Jewelry', 'Women', 'Jewelry', 'Necklaces', 'Chains']","['Buy 4 Get 4th One Free!', 'Mix and match all extenders and safety chains', 'Made In Downtown Los Angeles', '1st Class Mail Fast Delivery', 'Belcho USA']","['Thin 1mm Cable Chain for Small/Petite Bracelets *****Amazon Search ""belcho usa"" in Catagory: Jewelry, To See Our Full .925 Sterling Silver Jewelry Line.*****']",AMAZON FASHION,Belcho USA,1
975,B07C8CR756,5.0,"It is a nice change from the baseball caps collection I use. It looks great, fits well, and can be used for formal occasions.",AGE7E46QGDVCOCMWNIMVH4DFUEWA,2014-04-16,MG Men's Plaid Ivy Washed Canvas Newsboy Cap Hat,12.94,4.1,394,"['Clothing, Shoes & Jewelry', 'Men', 'Accessories', 'Hats & Caps', 'Newsboy Caps']","['Elastic,Canvas,Cotton', 'Snap closure', '100% Cotton', 'Ideal for all occasions and weather', 'Plaid patterned lining, 3 eyelets on both sides, snap on brim', 'Moisture wicking sweatband, elastic back for perfect fit', 'Trendy newsboy style']",['| From | To | Price per Piece | | 1 | 11 | Piece | $6.97 | | 12 | + | Piece | $5.97 | The price will be calculated automatically based on how many items you purchase. Washed Canvas Ivy /Flat /Scally / Driving Caps ( Khaki). 100% Cotton. Washed Canvas Ivy Cap w/ Plaid Lining. 3 Eyelets On Two Sides. Self-fabric Sweatband W/ Elastic Closure. One size fits most. This washed canvas ivy cap is the perfect style for all occasion. It is made based off of a very classy and vintage look and is meant to be worn by people who is looking for that simple touch of perfection. Made in China.'],AMAZON FASHION,MG,1
976,B07C8R7XQY,2.0,I guess I have a big head.,AFWCLQRUNYJGR4CMISB7XQEIMOSQ,2018-01-22,Wonderful Fashion Men's Linen 8 Panel Applejack Gatsby newsboy IVY Hat,15.97,4.2,1314,"['Clothing, Shoes & Jewelry', 'Men', 'Accessories', 'Hats & Caps', 'Newsboy Caps']","['Linen', 'Snap closure', 'Made of 100% Linen', 'Lightweight cap, button top accent & Front button snaps to visor', 'Traditional, Classic & Vintage Style 8 Panel Newsboy Cap', 'Inside of hat circumference appox 23"" ~ 23 1/2"", Measurement is made around the inside of hat, Crown measures approx 5"" deep and brim 2 1/2""', 'One size fits Most, Rear Elastic band for snug fit to any head size']","['This Applejack newsboy cap is made of 100% Linen, It is well constructed and looks stylish, beautiful and It features a classic 8 panel design with a front button snaps to visor and has an Clasic style feel to it. This newsboy cap will compliment your winter or daily headgear accessories. Perfect for all types of functions. The soft fabric lining with soft inner band.']",AMAZON FASHION,Wonderful Fashion,1
977,B07C8R7XQY,1.0,Way way way to big,AFSZB6SY4OURXOVVI7GJKOKO4Q5Q,2019-06-28,Wonderful Fashion Men's Linen 8 Panel Applejack Gatsby newsboy IVY Hat,15.97,4.2,1314,"['Clothing, Shoes & Jewelry', 'Men', 'Accessories', 'Hats & Caps', 'Newsboy Caps']","['Linen', 'Snap closure', 'Made of 100% Linen', 'Lightweight cap, button top accent & Front button snaps to visor', 'Traditional, Classic & Vintage Style 8 Panel Newsboy Cap', 'Inside of hat circumference appox 23"" ~ 23 1/2"", Measurement is made around the inside of hat, Crown measures approx 5"" deep and brim 2 1/2""', 'One size fits Most, Rear Elastic band for snug fit to any head size']","['This Applejack newsboy cap is made of 100% Linen, It is well constructed and looks stylish, beautiful and It features a classic 8 panel design with a front button snaps to visor and has an Clasic style feel to it. This newsboy cap will compliment your winter or daily headgear accessories. Perfect for all types of functions. The soft fabric lining with soft inner band.']",AMAZON FASHION,Wonderful Fashion,1
978,B07C94HPYS,5.0,Bought as a gift for my son-in-law! He loves it!,AGGSMFDJNJSNZYC4FB7LGFHJSAJA,2018-12-29,Carhartt Men's Hubbard Flannel Plaid Sherpa Lined Shirt Jac,,4.8,91,"['Clothing, Shoes & Jewelry', 'Men', 'Clothing', 'Shirts', 'Casual Button-Down Shirts']","['100% Cotton', 'Imported', 'Adjustable closure', 'Machine Wash', 'Original fit', '8-ounce, 100 percent cotton ring spun flannel', 'Sherpa lining', 'Antique nickel snaps throughout', 'Spread collar']","['Built with a cozy sherpa lining and warm cotton flannel, this shirt jacket makes a great layer over your t-shirt or under a jacket. Original fit • 8-ounce, 100 percent cotton ring spun flannel • sherpa lining • antique nickel snaps throughout • spread collar • two chest pockets with flaps and snap closures • interior chest pocket • two-button adjustable cuffs with extended plackets • Carhartt-strong triple-stitched main seams • replaces 102333 • imported']",AMAZON FASHION,Carhartt,1
979,B07C9C6QV6,5.0,Yes my dad loved it,AEFAYJOIUWUSCMDBMEOZ7TE42YUA,2018-06-18,Bob's Burgers You're All Terrible T Shirt & Stickers (XX-Large),,4.7,149,"['Clothing, Shoes & Jewelry', 'Novelty & More', 'Clothing', 'Novelty', 'Men', 'Shirts', 'T-Shirts']","['100% Cotton', 'Pull On closure', 'Tumble dry low']",[],AMAZON FASHION,Popfunk,1
980,B07CBC6CGP,2.0,It’s very cute but sizes are small,AGK5357FMI5TJHTFGK3JUSYL3D6A,2022-07-20,Womens Best Dog Mom Ever T Shirt Funny Mothers Day Puppy Lover Gift Hilarious,19.99,4.5,317,"['Clothing, Shoes & Jewelry', 'Novelty & More', 'Clothing', 'Novelty', 'Women', 'Tops & Tees', 'T-Shirts']","['Poly/Cotton Blend', 'Made in USA or Imported.', 'Machine Wash', 'SUPERIOR DESIGN: All our tees are designed and printed in the USA. We screen print our graphic tees with state of the art equipment to ensure vibrant colors and lasting durability. Our awesome funny shirts are perfect for any occasion.', 'NEW FAVORITE SHIRT: We manufacture our tees to be the best super soft high quality shirts. They are made from ringspun cotton to get that comfortable vintage fit and feel. The stretchy material will conform to any body shape so you look your best.', ""SATISFACTION GUARANTEED: Whether you're cute and adorable or sarcastic and nerdy, get ready to have fun with this graphic tee. Machine washable (inside out in cold water, hang dry,). Larger sizes are available - 3XL 4XL and 5XL – for most novelty designs"", ""DO IT FOR MOM: Don't forget about her this Mother's Day. Show your Mama that you're thinking of her with a funny hilarious shirt she can brag about to all the other parents. Make your mom proud with this cool tee!"", ""WOMENS FIT: This listing is for an adult women's slim-fit t-shirt (also known as junior fit). These cute fitted tees run small so double check the size chart and order a size up if you're between sizes.""]",[],AMAZON FASHION,Crazy Dog T-Shirts,1
981,B07CBQ7M6C,4.0,"Got this for my 9 yr old son who needed a belt for school, seems well made and has held up thus far. like that it is reversible and easy to switch from brown to black.",AFU7GR22VZPNXQ45DPYAM6UYHNFQ,2021-09-17,Timberland Boys Reversible Leather Belt for Kids,42.0,4.5,1502,"['Clothing, Shoes & Jewelry', 'Boys', 'Accessories', 'Belts']","['100% Leather', 'Imported', 'Belt closure', 'Hand Wash Only', 'Boys reversible leather belt made with 100 percent genuine leather for a soft smooth feel. Sizing: small (22-24 ), medium (26-28 ), Large (30-32 )', 'Perfect belts for kids that will soon become your kids favorite brown Leather belt or black leather belt', 'This belt for boys can convert into a boys casual belt or worn as a kids dress belt', 'Timberland makes heavy duty leather belts for men and now you can match your kids belt with a Timberland little boys belt', ""We stand by our product quality and believe you will too. Our Timberland boy's fashionable leather boys belt is your new go-to belt""]","[""This classic street-worthy belt by Timberland is designed for all-season wear and fits your lifestyle no matter who you are or how you wear it. The boy's belt is made of genuine full-grain leather that is smooth to the touch and has rich color to it. Timberland unique culture and product designs are inspired by their rich new England heritage. Everything they make has been founded upon the outdoor lifestyle - whether that involves wooded trails or city streets - and a Timberland community that thrives on giving back.""]",AMAZON FASHION,Timberland,1
982,B07CG95PRH,3.0,Is ok,AHC2VPZRK4G46LVDQ3V4HOQCBA3Q,2021-04-04,"Yoobure Belts for Men Genuine Leather Dress Belt Reversible with 1.3"" Wide Rotated Buckle",,4.4,3886,"['Clothing, Shoes & Jewelry', 'Men', 'Accessories', 'Belts']","['Genuine Leather', 'Ratchet closure', 'Dry Cloth Clean', 'PRODUCT DESIGN : The classic black/brown all real leather mens belt with special style single prong buckle makes you the most glamourous of the crowd. Genuine leather belts for men is a practical yet very comfortable choice.The stylish design is fit for formal and informal occasions.', 'HIGH DURABILITY : 100% genuine cowhide leather, heavy duty ratchet belts are designed for a longer endurance and better stretching, complemented with an HIGHLY FASHIONABLE stylish, buckle that is elegantly designed with class. Scratch resistant buckles made to last. It also features a single-prong buckle in metallic finish. For best care, spot clean only!', 'SIZE ADJUSTABLE: : Buckle adjustable and removable, easy to customize the belt size, just need to remove the belt buckle, and cut the strap at needed size. - This reversible belt has 7 holes. Please order one size larger than your pant size for the best fit.', ""VERSATILE : Classic simple designer belts, contrast stitching, trendy and stylish. For every gentleman of all ages and for all occasions! The men's belt goes great with uniform , casual jeans or formal wear , it will soon become your daily requisite belt. It is one of the most special gifts for Groomsmen, Birthdays, Anniversaries, Father's Day, Christmas and other Special Occasions."", 'NO RISK PURCHASE : We want to make sure all our customers are totally happy with their products. So if you are less than 100% satisfied, for any reason, we offer a FULL money back refund or replacement–any time, no questioned asked']",[],AMAZON FASHION,Yoobure,1
983,B07CH16Y81,2.0,Nice shorts but definitely true to size. What ever size you wear order the next size up. If you wear a Large order and Extra Large etc etc.,AHAG47UZU43HQJOUW7XLO2VC7HLA,2018-06-24,ChoiceApparel Mens Two Tone Training/Basketball Shorts with Pockets (S up to 4XL),24.99,4.4,3772,"['Clothing, Shoes & Jewelry', 'Men', 'Clothing', 'Active', 'Active Shorts']","['100% Polyester', 'Imported', 'Zipper closure', 'Functional Drawstring', 'Good Quality Material', 'Two-Tone Styling - 2 Pockets', 'Elastic Waistband (Not Too Tight)']",['These two-tone basketball shorts are perfect for wearing to the gym or around the house. 100% Polyester. Made in China.'],AMAZON FASHION,ChoiceApparel,1
984,B07CHTNKJB,4.0,"We got this for my son's Christening. He was comfortable and looked very handsome. The entire ensemble is made out of cotton. The shirt is a onesie, so it didn't come out or bunch up. The vest is attached to the onesie as well, so that won't move around as well.",AHXGE5KK33G55TMDZYGZN6BTA3PA,2012-09-26,Swea Pea & Lilli Boy's White Cotton Tuxedo with Pique Vest,34.98,3.2,5,"['Clothing, Shoes & Jewelry', 'Baby', 'Baby Boys', 'Clothing', 'Christening']","['cotton polyester', 'Button closure', 'Hand Wash Only', 'Poly Cotton', 'Made in the USA', 'Comes with shirt, bowtie, pants, vest and jacket.']","['Adorable white tuxedo with vest. The shirt is a onesie so it stays tucked in to the pants. Perfect for weddings, christening, baptism, dedication or weddings.']",AMAZON FASHION,Sweá Pea & Lilli,1
985,B07CJ5GNBQ,5.0,"Quality and workmanship excellent, preshrunk and fit is great, Needed a quick delivery to use on trip this week and they made sure it got out the door and to me with a couple days to spare.  Will do business with these folks again!!",AEID5PX4PYXN42CP4MNG4RFY5H5Q,2022-03-06,Good Life 100% Cotton Mock Turtleneck Shirt Short Sleeved Pre-Shrunk 4 Colors,29.99,4.2,459,"['Clothing, Shoes & Jewelry', 'Men', 'Clothing', 'Active', 'Active Shirts & Tees']","['100% Cotton', 'Imported', 'Elastic closure', '**NEW Durable Ribbed Collar for 2022 - The Original Good Life Cotton Mock Turtleneck - Looks great tucked in & untucked', 'Great shirt for all seasons - Breathable Cotton - 100% Luxury HEAVY Knit **Combed Ringspun** Cotton for Very Soft Hand Feel- Split hem at side bottom for comfort', '***Sizing info for new customers**We suggest ordering one size smaller than usual for your first order. These are VERY RELAXED FIT If you enjoy a loose, relaxed fit, then order your regular size--High quality garment-8.25 Ounce Fabric- 240 GSM- NOT thin T-Shirt material - Short Sleeved & Pre-Shrunk', 'Ribbed Mock Turtle Neck Collar is 1.5 inches high for an understated classy look - Satin neck tag for no irritation', 'Short sleeves (Sleeve length should be about elbow length for most customers)Very Classy & Silky smooth - BREATHABLE Cotton Fabric']",[],AMAZON FASHION,Good Life,1
986,B07CJ82331,4.0,Pretty but folds too small,AFTOLPVAK2GISDQEMFPE7BVG4RDA,2019-11-16,Jeelow 100% Silk Mulberry Scarf Small Square Scarves For Women Hair Bandana Neckerchief,11.99,4.5,227,"['Clothing, Shoes & Jewelry', 'Women', 'Accessories', 'Scarves & Wraps', 'Fashion Scarves']","['silk', 'Imported', 'Tie closure', 'Hand Wash Only', 'SUPER LIGHT WEIGHT AND SOFT 100% REAL SILK: made of 12 momme 100% pure premium quality silk charmeuse, these little silk square scarves are super light, elegant smooth and soft. it is also gentle and breathable, one of the best quality silk scarves on the market.', 'CLASSIC PETITE SQUARE SIZE: 20.8 inches x 20.8 inches. Classic dimension allows you to wear this scarf in various ways: tie on your favorite handbag; wear as neckerchief, headband, hairband, tie on your wrist or a favorite hat, making a fashion-worthy statement.', 'ON-TREND ACCESSORY: these little silk square scarves make a big impact when it comes to making an outfit look polished and complete while keeping you cool and comfortable. You’ll want to collect one in every print! It will brighten up any look.', 'GREAT GIFTING IDEA: could be offered as gift for men, women, girls for any occasions: valentine, birthday, mother’s day, Christmas, etc.', 'Dry clean recommended, or use mild detergent for silk, hand wash cold. Do NOT tumble dry, do NOT bleach. Lay flat to dry.']",[],AMAZON FASHION,Jeelow,-1
987,B07CK3TLL6,5.0,"I’m 5’8”, 150lbs, a 34c, and ordered a medium and it fit like a dream! The material is nice and soft, it doesn’t slip off my chest, and it nicely accentuates my waist while hiding my extra stomach fat :)",AESSEQIEZMAWEM26IHB23IDGXMKA,2018-10-22,Velius Women Sexy Hollow Out Halter Wrap Sleeveless Plain Pleated Slit Casual Long Maxi Dress,25.88,4.0,1393,"['Clothing, Shoes & Jewelry', 'Women', 'Clothing', 'Dresses', 'Formal']","['Imported', 'Tie closure', 'Hand Wash Only', '♡Soft and Breathable Fabric: Very stretchy, makes this dress close fitting and rather comfortable to wear.', 'Cross halter & Sleeveless design, highlight your collarbone, makes you look slim.', 'Thign split & Front Cut out design, visually can stretch you legs to its most. T thong and high heel are recommended.', ""Back Pleated & Classic plain black design, combined with all features, you will reget for not buying this dress. It's suitable for various occasions, definitely a eye catcher."", 'Eyes-Catching dress: For vacations, Cocktail party, Clubbing, Night out, Casualwear, Streetwear, cosplay, discos, musical festivals, rave outfits and other events!']",[],AMAZON FASHION,Velius,1
988,B07CKQ7LD7,1.0,"I had this same wallet prior for over 2 years and was great!! However I decided to get a new one from here and it’s not the same , the zipper literally broke and ripped the first time I tried to zip it closed ... which not only broke that part but now since that’s broken and torn the entire wallet is broken and torn inside as well ... hopefully I can be sent a new one . We will see what the seller says or if they will help in any way to fix this",AH4RQOOPPUDYLECAQQF2SHWPRG6A,2019-03-14,POPUCT New Men's US Dollar Bill Money Bifold Wallet(Black-Small),8.99,4.1,262,"['Clothing, Shoes & Jewelry', 'Men', 'Accessories', 'Wallets, Card Cases & Money Organizers', 'Wallets']","[""Unique shape：Lifelike dollar pattern and Circular magnetic buckle design,It's been great fun.If you are fed up with Similar wallets, this wallet could be your wonderful choice"", 'Material: Synthetic leather,the leather is good quality.black and brown can choose', 'Sizes:4.3(L)*3.3(H)inch,suitable size fit your daily use', 'Functional Design：It has 9 card slots,1 ID window,1 cash slot and 1 zipper pocket in the cash slot,It is perfect to hold business cards, credit cards, cash.This wallet can meet all your needs.', 'as a gift for yourself,friends and family on Birthday, Anniversary, Thanksgiving, Christmas, and all other holidays!']",[],,POPUCT,-1
989,B07CKWTB1B,5.0,Looks great,AHTO2QFDNJQ3IZFBH3DHKF63YDAQ,2019-04-13,Simple Joys by Carter's Unisex Kids and Toddlers' Noah Chukka Boot,20.9,4.6,1900,"['Clothing, Shoes & Jewelry', 'Girls', 'Shoes', 'Boots']","['100% Textile', 'Synthetic Rubber sole', 'Shaft measures approximately Ankle from arch', '100% Textile faux suede upper', 'Synthetic Rubber sole', 'Real tie laces', 'Neutral color for easy matching']","['This casual yet cool chukka boot is perfect for playtime or dress time. With real tie laces, baby boy will feel like one of the big kids.']",AMAZON FASHION,Simple Joys by Carter's,1
